29727	500	3
29728	500	371
29729	500	451
29730	500	62
29731	500	496
29732	500	274
29733	500	132
29734	500	559
29735	500	574
29736	500	174
29737	500	189
29738	500	160
29739	500	403
29741	500	456
29743	500	249
29744	500	550
29745	500	444
29748	500	118
29750	500	408
29751	500	291
29752	500	296
29753	500	587
29754	500	766
29755	500	353
29756	500	391
29757	500	464
29758	500	738
29760	500	936
29761	500	668
29762	500	629
29763	500	816
29764	500	910
29765	500	767
29766	500	97
29768	500	392
29769	500	791
29770	500	53
29771	500	792
29772	510	834
29773	510	908
29774	510	796
29779	510	913
29780	510	906
29781	510	185
29782	510	750
29783	510	836
29784	510	898
29785	510	557
29786	510	65
29787	510	65
29788	510	167
29789	510	749
29793	510	902
29794	510	832
29795	510	885
29796	510	731
29797	510	123
29798	510	652
29799	510	421
29800	510	102
29801	510	833
29802	510	871
29803	510	859
29804	510	793
29805	510	866
29806	510	852
29807	510	911
29808	510	903
29809	510	896
29810	510	877
29811	510	917
29812	510	832
29815	510	282
29816	510	44
29817	510	148
29818	510	155
29819	510	129
29820	510	347
29821	510	310
29822	510	307
29823	510	23
29824	510	420
29825	510	421
29826	510	253
29827	510	239
29828	510	478
29829	510	275
29830	510	301
29831	510	563
29832	510	358
29833	510	492
29834	510	506
29837	510	497
29838	510	477
29839	510	545
29840	510	596
29841	510	624
29842	510	599
29843	510	461
29844	510	589
29845	510	326
29846	510	374
29847	510	611
29848	510	166
29853	500	130
29854	500	796
29855	500	621
29856	500	647
29857	500	912
29858	500	842
29859	500	952
29861	500	717
29862	500	814
29863	500	275
29864	495	287
29866	495	398
29872	495	732
29873	495	766
29874	495	732
29875	495	731
29876	495	835
29877	495	426
29878	490	167
29879	490	642
29880	490	765
29881	490	713
29882	490	644
29883	490	711
29884	490	590
29885	490	764
29886	490	212
29888	490	644
29889	490	255
29890	490	213
29891	485	870
29892	485	831
29893	485	868
29894	485	915
29895	485	818
29896	485	895
29897	485	809
29898	485	359
29899	485	915
29901	485	817
29902	485	745
29903	485	922
29904	485	767
29905	485	783
29906	485	872
29907	485	787
29908	485	433
29911	480	722
29912	480	788
29913	480	926
29914	480	976
29915	480	956
29916	480	983
29917	480	940
29918	480	957
29919	480	865
29920	480	932
29922	480	496
29924	475	846
29925	475	536
29926	475	899
29927	475	862
29928	475	955
29929	475	985
29930	475	759
29931	475	895
29932	475	839
29933	475	734
29935	475	876
29936	475	855
29937	475	732
29938	475	719
29939	475	894
29940	475	797
29946	470	750
29950	470	912
29951	470	1101
29952	470	1079
29953	470	1024
29954	470	988
29955	470	1093
29956	470	47
29957	465	1026
29958	465	999
29959	465	787
29960	465	874
29962	465	504
29963	465	639
29964	465	720
29965	465	974
29966	465	815
29969	465	925
29970	465	959
29971	465	881
29972	465	737
29973	465	303
29978	460	1023
29979	460	655
29980	460	979
29982	460	458
29983	460	1160
29984	460	1056
29985	460	1108
29986	460	969
29987	455	458
29988	455	401
29990	455	861
29991	455	896
29992	455	996
29993	455	969
29994	455	668
29996	455	557
29997	455	775
29998	455	784
29999	455	857
30000	455	882
30001	450	318
30002	450	746
30003	450	715
30004	450	744
30005	450	803
30006	450	753
30007	450	880
30008	450	714
30010	450	708
30013	450	793
30014	450	841
30015	450	863
30016	450	887
30017	450	783
30018	450	651
30019	450	898
30024	445	230
30025	445	846
30026	445	877
30027	445	745
30028	445	772
30032	445	200
30033	445	766
30034	445	918
30036	445	1018
30037	445	846
30038	445	1000
30039	445	980
30040	445	529
30041	445	44
30043	440	982
30044	440	987
30045	440	1122
30046	440	1050
30048	440	329
30052	440	659
30054	440	204
30056	440	490
30058	440	870
30059	440	816
30060	440	280
30061	440	505
30062	440	797
30064	435	55
30065	435	998
30066	435	960
30067	435	798
30068	435	828
30069	435	8
30070	435	979
30071	435	860
30072	435	555
30073	435	436
30074	435	887
30075	435	723
30076	435	869
30077	435	834
30078	435	630
30079	435	264
30080	435	879
30081	435	798
30087	430	548
30088	430	818
30089	430	321
30090	430	672
30092	430	706
30093	430	844
30094	430	24
30095	430	728
30096	430	427
30097	430	793
30098	430	738
30099	430	827
30100	430	602
30101	430	489
30102	430	245
30106	425	848
30107	425	923
30110	425	415
30111	425	566
30112	425	768
30113	425	884
30114	425	845
30115	425	784
30116	425	737
30117	425	611
30118	425	760
30119	425	641
30120	425	326
30122	425	78
30123	425	792
30124	425	929
30125	425	147
30126	425	213
30128	425	284
30129	425	871
30130	425	823
30133	420	246
30134	420	988
30135	420	817
30136	420	316
30139	420	935
30140	420	958
30141	420	1040
30142	420	1107
30143	420	854
30144	420	757
30145	420	326
30146	420	479
30147	420	891
30149	415	510
30150	415	847
30151	415	764
30154	415	907
30155	415	730
30161	415	693
30162	415	457
30163	415	628
30164	415	344
30165	415	6
30166	415	513
30167	415	408
30168	415	709
30169	415	498
30170	415	818
30171	415	398
30172	415	223
30173	415	888
30174	415	468
30175	410	928
30177	410	875
30178	410	881
30179	410	817
30180	410	836
30181	410	808
30183	410	722
30184	410	835
30185	410	847
30186	410	771
30188	410	810
30189	410	148
30190	410	792
30191	410	832
30192	410	622
30193	410	853
30194	410	684
30195	410	836
30196	410	746
30197	410	671
30198	410	744
30199	410	778
30200	410	80
30202	410	769
30207	405	658
30208	405	246
30209	405	863
30210	405	732
30211	405	84
30213	405	820
30214	405	344
30215	405	638
30216	405	780
30217	405	747
30218	405	848
30219	405	642
30220	405	608
30221	405	772
30225	405	208
30228	405	995
30229	405	866
30230	405	779
30231	405	693
30232	405	801
30233	405	1009
30234	405	876
30236	405	824
30237	400	480
30238	400	522
30239	400	675
30240	400	668
30241	400	611
30242	400	643
30243	400	563
30244	400	392
30246	400	496
30247	400	577
30248	400	349
30251	400	462
30252	400	185
30253	400	158
30254	400	509
30255	400	503
30257	400	479
30258	400	672
30259	400	833
30260	400	770
30262	400	702
30263	400	458
30264	400	93
30266	399	741
30267	399	795
30268	399	835
30269	399	700
30270	399	635
30271	399	696
30272	399	596
30273	399	910
30275	399	1157
30276	399	732
30280	398	797
30281	398	1070
30283	398	1199
30284	398	810
30285	398	301
30286	398	836
30287	398	860
30288	398	1073
30289	398	1112
30290	398	326
30291	398	119
30292	398	1063
30293	398	1201
30294	398	1203
30295	398	545
30296	398	841
30299	397	719
30300	397	778
30301	397	739
30302	397	1062
30303	397	1033
30304	397	1258
30305	397	893
30306	397	1149
30307	397	941
30309	397	42
30310	397	978
30311	397	1137
30312	397	1063
30313	397	654
30314	396	271
30315	396	1033
30316	396	968
30317	396	555
30318	396	653
30319	396	490
30320	396	537
30321	396	967
30324	396	1075
30325	396	979
30326	396	482
30327	396	955
30328	396	853
30329	396	1245
30331	395	986
30333	395	449
30334	395	1210
30335	395	1058
30336	395	1097
30338	395	1140
30340	395	1249
30341	395	180
30342	395	1045
30343	395	1042
30344	395	789
30345	395	257
30349	394	840
30350	394	198
30353	394	1183
30354	394	341
30355	394	52
30357	394	896
30358	394	1045
30359	394	619
30360	394	1219
30361	394	1134
30364	394	1121
30366	394	948
30367	393	725
30369	393	625
30370	393	986
30371	393	1188
30372	393	1204
30373	393	1267
30374	393	1235
30375	393	1247
30377	393	1223
30378	393	479
30379	393	1283
30380	393	1342
30381	393	185
30383	392	1008
30384	392	1229
30385	392	1306
30386	392	1304
30387	392	995
30388	392	1270
30389	392	494
30390	392	1015
30391	392	1329
30393	392	232
30394	392	200
30399	392	819
30400	392	1139
30401	392	463
30402	392	1231
30403	392	362
30404	392	14
30405	392	635
30407	392	605
30408	392	920
30409	392	719
30410	392	580
30412	392	561
30413	392	407
30414	392	233
30415	392	491
30416	392	757
30417	392	937
30418	392	824
30419	392	1263
30422	391	940
30423	391	1171
30424	391	1074
30425	391	1050
30426	391	1202
30427	391	1008
30428	391	1027
30429	391	1063
30430	391	878
30431	391	1284
30432	391	1398
30433	391	1170
30434	391	1333
30435	391	191
30436	391	44
30438	391	290
30440	391	580
30441	391	269
30443	391	622
30446	391	737
30447	391	688
30448	391	725
30449	391	669
30451	391	726
30452	391	645
30453	391	619
30454	391	820
30455	391	608
30456	391	436
30457	391	169
30458	391	151
30459	391	627
30460	391	629
30461	391	87
30462	390	415
30463	390	658
30464	390	140
30465	390	593
30467	390	534
30468	390	96
30473	390	450
30476	390	678
30477	390	795
30478	390	820
30480	390	857
30481	390	584
30482	390	670
30483	390	875
30484	390	58
30486	390	822
30487	390	922
30489	390	876
30490	390	893
30491	390	811
30492	390	938
30493	390	810
30494	390	1067
30495	390	1018
30496	390	1076
30497	390	927
30498	390	115
30499	389	542
30500	389	1090
30501	389	889
30502	389	629
30503	389	472
30504	389	591
30507	389	950
30508	389	875
30509	389	668
30510	389	900
30511	389	479
30512	389	545
30513	389	642
30514	389	684
30515	389	624
30516	389	945
30517	389	502
30521	389	1002
30522	389	996
30523	389	962
30524	389	409
