37920	550	23
37922	550	470
37923	550	454
37925	550	242
37932	550	71
37934	550	338
37935	550	10
37938	550	233
37940	550	565
37941	550	428
37942	550	45
37944	550	484
37945	550	305
37946	550	135
37947	550	596
37948	550	21
37949	550	288
37959	550	560
37962	550	106
37963	550	35
37965	550	170
37970	550	52
37971	550	237
37972	550	39
37974	550	386
37992	550	23
37994	550	579
37995	550	115
37996	550	557
37998	550	236
38001	550	632
38002	550	111
38004	550	673
38013	550	164
38014	550	39
38016	550	559
38017	550	31
38019	550	212
38020	550	42
38021	550	213
38022	550	490
38025	550	423
38026	550	362
38028	550	363
38029	550	138
38033	550	20
38037	550	31
38046	550	571
38048	550	13
38049	550	42
38051	550	291
38053	550	326
38055	550	161
38057	550	99
38058	550	146
38059	550	85
38061	550	569
38063	550	200
38066	550	66
38071	550	63
38072	550	68
38073	550	202
38074	550	83
38075	550	217
38076	550	184
38077	550	173
38079	550	152
38080	550	109
38109	550	600
38110	550	424
38113	550	37
38114	550	302
38116	550	107
38117	550	91
38118	550	130
38123	550	220
38125	550	43
38126	550	96
38128	550	26
38131	550	89
38142	550	590
38146	550	32
38147	550	345
38148	550	13
38149	550	147
38150	550	349
38151	550	25
38154	550	515
38155	550	260
38156	550	612
38157	550	413
38161	550	197
38190	550	1202
38194	550	1032
38195	550	130
38197	550	648
38199	550	1154
38200	550	1190
38202	550	1195
38203	550	516
38204	550	946
38227	550	1319
38249	550	12
38260	550	1187
38270	550	1307
38351	537	304
38458	537	1379
38459	537	1616
38466	537	1355
38467	537	1638
38468	537	1404
38469	537	1494
38470	537	1116
38471	537	756
38472	537	1415
38477	537	1594
38478	537	284
38479	537	1580
38480	537	632
38481	562	1281
38483	562	557
38484	562	131
38489	562	1153
38492	562	1142
38493	562	1207
38494	562	1161
38496	562	1083
38497	562	1143
38498	562	646
38499	562	219
38734	562	768
38735	562	690
38736	562	11
38737	562	81
38741	562	53
38744	562	264
38745	562	12
38746	562	1075
38748	562	421
38755	562	651
38760	562	219
38761	562	1144
38763	562	1165
38764	562	1182
38766	562	1181
38767	562	1118
38768	562	1114
38776	575	1142
38777	575	1086
38778	575	1174
38779	575	1128
38780	575	972
38781	575	307
38782	575	924
38784	575	1334
38785	575	1185
38786	575	1182
38787	575	1395
38788	575	1224
38789	575	622
