26188	880	5079
26189	880	4640
26190	880	4973
26191	880	5108
26192	880	4361
26193	880	5289
26194	880	4392
26195	880	2375
26197	880	1696
26198	880	4306
26199	880	3490
26200	880	2649
26201	880	4466
26202	880	4095
26203	880	4657
26204	880	4667
26205	880	5136
26206	880	4577
26208	880	4874
26209	880	3811
26210	880	4017
26211	880	4271
26212	880	4274
26213	880	2635
26222	880	3726
26223	880	5047
26224	880	4878
26225	880	4633
26226	880	5047
26227	880	4766
26228	880	4797
26229	880	4730
26230	880	4606
26231	880	4579
26233	880	4044
26234	880	3904
26235	880	3715
26236	880	3527
26237	880	3723
26238	880	3419
26239	880	1990
26241	880	2969
26242	880	2738
26243	880	3360
26244	880	3640
26247	882	3581
26249	882	3455
26250	882	4273
26251	882	3546
26252	882	2859
26253	882	3885
26254	882	4493
26255	882	2679
26256	882	4149
26257	882	4332
26258	882	4553
26259	882	1280
26260	882	3188
26261	882	4969
26262	882	5154
26263	882	1612
26264	882	4622
26265	882	4504
26266	882	5107
26267	882	4596
26268	882	1738
26271	882	2037
26273	882	2981
26274	882	2735
26275	882	3206
26276	882	2913
26277	882	2530
26279	882	1442
26282	882	2643
26283	882	3045
26284	882	2680
26285	882	1690
26293	890	2861
26294	890	2812
26295	890	1179
26299	890	3348
26300	890	961
26302	890	3842
26303	890	3614
26304	890	2107
26306	890	952
26307	890	1193
26308	890	3407
26309	890	3526
26310	890	3382
26311	890	3648
26312	890	3399
26314	890	3014
26315	890	2935
26318	890	1466
26321	890	1829
26323	890	1928
26327	890	1364
26330	891	1461
26331	891	2413
26332	891	2311
26335	891	3709
26336	891	1645
26340	891	1844
26341	891	1643
26342	891	3879
26344	891	2710
26345	891	2890
26346	891	3049
26347	891	1666
26348	891	3860
26349	891	3649
26350	891	2862
26352	891	3153
26356	891	1310
26357	891	3584
26358	891	3389
26359	891	3575
26361	891	4327
26362	891	4107
26363	891	4425
26364	891	4421
26365	891	4458
26366	891	4235
26367	891	2493
26370	891	4490
26371	891	4563
26372	891	4177
26373	891	4570
26375	891	3986
26376	891	2712
26378	891	3688
26379	891	4253
26380	891	3480
26381	891	4079
26382	891	2674
26383	891	3053
26384	891	2421
26386	891	2765
26387	891	2465
26388	891	3067
26389	891	2634
26390	891	2524
26391	891	2449
26393	891	3109
26394	891	2918
26395	891	3554
26397	891	2173
26398	891	1783
26400	891	2480
26401	891	2910
26403	891	2814
26404	891	2544
26405	891	2014
26406	891	2592
