run	event
45253	519394
45253	519394
45253	583347
45253	609410
45253	636976
45253	645468
45253	645468
45253	653870
45253	653870
45253	666175
45253	683256
45253	684362
45253	696618
45253	696618
45253	712028
45253	712028
45253	739090
45253	789596
45254	46707
45254	49209
45254	109994
45254	135018
45254	175152
45254	211305
45254	226392
45254	291907
45254	301767
45254	304932
45254	304932
45254	345366
45254	345534
45254	346768
45254	356848
45254	385562
45254	386428
45254	399027
45254	399027
45254	462733
45254	500280
45254	544256
45254	546968
45254	596626
45254	696429
45254	769661
45254	824128
45254	831675
45254	831675
45255	92350
45255	140393
45255	157965
45255	157965
45255	194036
45255	240952
45255	281647
45255	348925
45255	348925
45255	509362
45255	511705
45255	511705
45255	520501
45255	520501
45255	550776
45255	574783
45255	822201
45255	853417
45255	886977
45255	886977
45255	892057
45255	937684
45255	946172
45255	959837
45255	959837
45256	55833
45256	71530
45256	94170
45256	118283
45256	140245
45256	149364
45256	149364
45256	236878
45256	309859
45256	379538
45256	386825
45256	460301
45256	463123
45256	488352
45256	499597
45256	532202
45256	532202
45256	577807
45256	583943
45256	602771
45256	624579
45256	660479
45256	770742
45256	802293
45256	841009
45256	864440
45256	869249
45256	877441
45256	882043
45256	898273
45256	898273
45256	946323
45256	951411
45256	951411
45256	983757
45257	34704
45257	122361
45257	137396
45257	137396
45257	178181
45257	178248
45257	278214
45257	332646
45257	416641
45257	479586
45257	587441
45257	658180
45257	790302
45257	804326
45257	816829
45257	824628
45257	845087
45257	888332
45257	917088
45257	917088
45257	927186
45257	956731
45258	11665
45258	11665
45258	41419
45258	91037
45258	123371
45258	159669
45258	159669
45258	163459
45258	237494
45258	276818
45258	303764
45258	303764
45258	355300
45258	355300
45258	356594
45258	356594
45258	622067
45258	622067
45258	663197
45258	687656
45258	765206
45258	770695
45258	793663
45258	799487
45258	867187
45258	882973
45258	885462
45258	892327
45258	899530
45258	899530
45258	927973
45258	944035
45258	944916
45258	944916
45259	4563
45259	28695
45259	45962
45259	60091
45259	97145
45259	125916
45259	135349
45259	185660
45259	222337
45259	315988
45259	315988
45259	353139
45259	431816
45259	431816
45259	466843
45259	467820
45259	545989
45259	569498
45259	569498
45259	651749
45259	651749
45259	734387
45259	772060
45259	780402
45259	826948
45259	974770
45260	77296
45260	121807
45260	128622
45260	128622
45260	158014
45260	158014
45260	215168
45260	215168
45260	232341
45260	243276
45260	250757
45260	250757
45260	271060
45260	278511
45260	278511
45260	335035
45260	344698
45260	344698
45260	389644
45260	430999
45260	509557
45260	591130
45260	592400
45260	606911
45260	606911
45260	629816
45260	642126
45260	659612
45260	664297
45260	717838
45260	740989
45260	779386
45260	779386
45260	779386
45260	903105
45260	903105
45260	935863
45260	939388
45261	24564
45261	24564
45261	34764
45261	60438
45261	60438
45261	71857
45261	94109
45261	101080
45261	110711
45261	184990
45261	184990
45261	192423
45261	317140
45261	334212
45261	384573
45261	395072
45261	448056
45261	464892
45261	549719
45261	584730
45261	626188
45261	626188
45261	626188
45261	637527
45261	687922
45261	699282
45261	699282
45261	732120
45261	766779
45261	881115
45261	951182
45261	951182
45262	33287
45262	47304
45262	60736
45262	60736
45262	60736
45262	65065
45262	78169
45262	133415
45262	344755
45262	420726
45262	502586
45262	590996
45262	614201
45262	639641
45262	639641
45262	640866
45262	640866
45262	803389
45262	803968
45262	870729
45262	887495
45262	887495
45262	902149
45262	934423
45262	936427
45263	879
45263	879
45263	879
45263	12848
45263	87429
45263	89655
45263	124253
45263	160273
45263	160273
45263	178905
45263	178905
45263	178905
45263	215839
45263	233490
45263	372496
45263	383752
45263	395167
45263	470844
45263	492011
45263	610259
45263	635613
45263	690011
45263	690011
45263	690011
45263	698528
45263	704651
45263	704651
45263	719020
45263	749836
45263	814441
45263	816978
45263	816978
45263	900889
45263	904789
45263	904789
45263	916633
45264	6331
45264	11416
45264	18783
45264	58493
45264	72976
45264	155556
45264	155838
45264	168612
45264	168906
45264	212929
45264	212929
45264	221517
45264	414379
45264	414379
45264	437792
45264	438678
45264	508737
45264	579352
45264	583731
45264	584398
45264	620153
45264	628728
45264	680030
45264	680030
45264	791751
45264	791751
45264	852960
45264	875733
45264	966540
45264	976797
45265	20980
45265	75907
45265	75907
45265	107895
45265	107895
45265	193867
45265	236908
45265	277387
45265	286820
45265	308771
45265	361395
45265	365795
45265	426258
45265	539645
45265	611762
45265	636252
45265	636252
45265	664822
45265	680831
45265	709458
45265	756599
45265	786933
45265	839374
45265	844556
45265	950084
45265	960151
45265	996344
45266	2305
45266	79437
45266	97330
45266	97330
45266	97330
45266	127794
45266	186176
45266	187036
45266	237154
45266	283958
45266	296581
45266	296581
45266	306028
45266	310035
45266	347091
45266	378223
45266	378223
45266	393936
45266	402263
45266	402263
45266	470262
45266	585938
45266	603164
45266	603260
45266	603260
45266	606028
45266	606028
45266	663262
45266	686273
45266	750506
45266	750506
45266	762975
45266	799309
45266	809471
45266	875595
45266	875595
45266	876842
45266	928895
45267	32963
45267	109145
45267	109145
45267	118501
45267	118501
45267	118622
45267	174044
45267	202361
45267	206068
45267	207964
45267	207964
45267	259402
45267	413876
45267	442719
45267	456769
45267	456769
45267	484996
45267	503162
45267	508961
45267	517153
45267	526664
45267	526664
45267	546197
45267	546197
45267	580669
45267	580669
45267	580669
45267	621569
45267	621569
45267	625429
45267	632577
45267	657330
45267	659359
45267	744414
45267	931288
45268	38548
45268	65273
45268	65273
45268	73244
45268	123597
45268	123597
45268	137083
45268	137083
45268	137083
45268	205729
45268	205729
45268	243756
45268	300395
45268	466598
45268	518075
45268	530789
45268	575553
45268	578751
45268	667065
45268	695551
45268	701595
45268	732088
45268	763986
45268	764265
45268	771126
45268	785878
45268	792842
45268	799239
45268	942771
45268	977045
45268	977045
45269	58937
45269	105212
45269	110879
45269	155409
45269	264442
45269	264732
45269	298385
45269	300308
45269	300308
45269	306488
45269	335962
45269	364067
45269	459088
45269	483284
45269	496058
45269	528369
45269	528369
45269	623087
45269	624911
45269	634145
45269	641940
45269	645925
45269	786370
45269	835701
45269	881480
45269	881480
45269	881480
45269	899551
45269	963059
45269	977216
45269	977216
45269	977216
45269	991399
45270	8641
45270	20291
45270	54555
45270	169403
45270	235701
45270	307734
45270	327475
45270	419155
45270	487820
45270	488569
45270	535487
45270	535487
45270	558999
45270	612954
45270	612954
45270	664947
45270	712688
45270	724048
45270	728621
45270	780074
45270	859579
45270	859579
45270	877275
45270	912710
45270	947571
45270	953644
45271	25486
45271	27487
45271	52583
45271	78785
45271	85574
45271	85574
45271	93002
45271	102055
45271	102055
45271	114146
45271	116445
45271	129762
45271	129762
45271	271796
45271	281422
45271	315464
45271	315464
45271	362028
45271	378996
45271	534444
45271	562750
45271	579585
45271	633747
45271	633747
45271	673728
45271	697877
45271	701247
45271	709877
45271	709877
45271	730601
45271	730601
45271	766165
45271	770131
45271	771470
45271	796530
45271	828150
45271	863135
45271	863135
45271	863135
45271	992807
45271	995356
45271	995356
45272	2820
45272	23220
45272	23220
45272	23220
45272	44391
45272	163031
45272	173379
45272	229860
45272	272213
45272	274714
45272	325987
45272	350552
45272	429192
45272	498557
45272	707204
45272	722336
45272	722336
45272	729092
45272	829134
45272	830870
45272	913795
45272	918044
45272	937639
45272	938109
45272	966695
45272	990395
45273	21695
45273	54917
45273	113048
45273	113048
45273	153587
45273	168502
45273	200494
45273	280433
45273	332675
45273	341360
45273	435814
45273	475200
45273	494971
45273	590026
45273	594687
45273	618599
45273	621977
45273	640406
45273	640406
45273	699097
45273	765656
45273	770648
45273	770648
45273	789088
45273	789088
45273	814305
45273	873794
45273	889217
45273	889217
45273	990834
45273	990834
45273	997183
45274	108118
45274	173372
45274	255353
45274	257695
45274	271859
45274	280606
45274	340793
45274	359118
45274	397598
45274	430140
45274	439833
45274	497731
45274	520130
45274	523950
45274	564980
45274	592224
45274	629389
45274	669157
45274	690602
45274	740326
45274	776936
45274	836581
45274	859768
45274	861026
45274	862231
45274	882087
45274	951147
45275	43169
45275	51506
45275	54470
45275	63300
45275	127928
45275	127928
45275	213062
45275	222059
45275	266761
45275	284724
45275	351089
45275	382196
45275	382196
45275	422839
45275	447731
45275	570562
45275	591067
45275	598043
45275	662185
45275	721384
45275	737100
45275	758924
45275	835560
45275	839767
45275	839767
45275	846264
45275	881077
45275	917743
45276	4142
45276	7444
45276	50379
45276	65403
45276	65403
45276	96242
45276	143971
45276	177666
45276	194736
45276	239876
45276	307038
45276	358872
45276	390722
45276	416917
45276	420771
45276	434658
45276	448843
45276	481451
45276	499144
45276	571075
45276	571075
45276	586825
45276	688649
45276	694916
45276	730819
45276	735659
45276	741340
45276	741340
45276	741340
45276	741406
45276	755336
45276	755336
45276	755336
45276	798624
45276	798624
45276	808285
45276	813754
45276	819723
45276	861059
45276	900087
45276	901475
45276	906591
45276	924684
45276	971069
45277	31200
45277	51115
45277	51115
45277	51115
45277	61292
45277	73461
45277	75710
45277	114948
45277	115766
45277	134971
45277	156666
45277	170416
45277	170416
45277	170939
45277	170939
45277	190181
45277	225576
45277	268555
45277	297437
45277	301220
45277	333783
45277	354226
45277	360557
45277	384207
45285	9418
45285	15597
45285	25523
45285	31212
45285	54768
45285	54768
45285	69000
45285	86894
45285	122498
45285	137380
45285	137380
45285	177074
45285	287550
45285	323303
45285	345692
45285	404182
45285	476484
45285	476484
45285	494303
45285	494303
45285	632581
45285	632581
45285	659562
45285	678308
45285	749215
45285	952133
45285	988643
45285	999198
45286	116676
45286	155204
45286	176541
45286	201229
45286	346029
45286	350581
45286	350581
45286	368124
45286	398224
45286	407219
45286	443386
45286	456524
45286	470336
45286	471831
45286	471831
45286	515467
45286	580643
45286	580643
45286	580643
45286	660691
45286	694469
45286	737928
45286	770302
45286	785094
45286	792449
45286	798865
45286	858924
45286	896686
45286	901037
45286	905981
45286	920669
45286	927907
45286	935697
45287	9850
45287	9850
45287	71995
45287	95951
45287	106462
45287	169349
45287	169349
45287	228661
45287	228810
45287	229851
45287	247481
45287	287858
45287	301621
45287	313050
45287	316795
45287	334365
45287	343069
45287	361386
45287	433485
45287	433953
45287	512025
45287	514731
45287	571316
45287	574404
45287	574404
45287	590968
45287	618086
45287	618086
45287	618217
45287	663350
45287	670309
45287	672246
45287	672246
45287	678247
45287	678247
45287	735003
45287	783060
45287	785835
45287	785835
45287	791057
45287	803764
45287	820027
45287	822966
45287	852377
45287	939863
45287	983528
45288	3356
45288	3356
45288	12228
45288	12228
45288	32395
45288	36138
45288	78647
45288	98022
45288	98022
45288	123772
45288	187842
45288	187842
45288	251633
45288	251633
45288	280288
45288	308669
45288	326252
45288	401800
45288	401800
45288	420095
45288	420818
45288	443035
45288	443035
45288	450377
45288	467502
45288	467502
45288	494294
45288	533172
45288	533172
45288	539571
45288	542028
45288	559769
45288	559769
45288	563027
45288	563027
45288	563409
45288	609512
45288	672297
45288	695793
45288	695793
45288	729963
45288	729963
45288	736576
45288	786504
45288	786549
45288	794566
45288	796433
45288	821646
45288	821991
45288	841549
45288	851331
45288	880846
45288	898727
45288	898727
45288	915858
45288	924942
45288	924942
45288	983260
45289	25080
45289	56536
45289	78158
45289	86132
45289	240606
45289	289080
45289	292420
45289	292420
45289	300296
45289	316889
45289	421061
45289	479400
45289	479400
45289	479400
45289	498579
45289	510722
45289	523149
45289	534284
45289	534284
45289	556557
45289	599823
45289	614963
45289	677811
45289	740393
45289	750689
45289	750689
45289	798165
45289	831545
45289	862619
45289	862619
45289	916102
45289	916102
45289	925811
45289	939254
45289	944964
45289	959401
45289	965219
45289	978705
45289	997592
45290	2762
45290	36947
45290	49569
45290	77927
45290	104368
45290	107848
45290	127747
45290	135075
45290	135075
45290	162412
45290	232429
45290	277621
45290	279043
45290	324227
45290	324227
45290	324227
45290	326997
45290	342898
45290	391107
45290	414745
45290	417232
45290	417453
45290	483468
45290	488965
45290	488965
45290	490650
45290	505238
45290	559568
45290	580067
45290	580067
45290	681915
45290	681915
45290	727975
45290	828391
45290	828391
45290	838620
45290	847589
45290	871841
45290	871841
45290	881310
45290	916908
45290	952254
45290	984708
45290	984708
45291	14487
45291	59908
45291	116691
45291	136887
45291	138290
45291	152876
45291	152876
45291	156063
45291	167801
45291	255301
45291	255301
45291	259423
45291	259423
45291	267290
45291	268392
45291	269267
45291	308467
45291	308467
45291	308963
45291	337014
45291	375767
45291	376681
45291	376681
45291	382423
45291	409487
45291	415371
45291	415371
45291	460499
45291	476591
45291	478668
45291	491206
45291	510080
45291	520404
45291	552552
45291	555004
45291	568797
45291	616986
45291	638895
45291	639343
45291	661071
45291	678568
45291	759320
45340	29477
45340	29477
45340	34403
45342	42077
45342	42077
45342	204007
45342	306096
45342	335148
45342	335148
45342	341972
45342	366110
45342	366110
45342	501536
45342	534839
45342	565444
45342	565444
45342	567202
45342	567202
45342	614965
45342	695443
45342	703115
45342	725393
45342	725393
45342	771407
45342	778153
45342	781707
45342	784783
45342	805174
45342	839813
45342	925257
45342	957416
45342	970177
45342	970177
45343	11429
45344	3348
45344	11487
45344	23900
45344	41859
45344	92268
45344	92268
45344	102545
45344	184128
45344	194659
45344	220060
45344	220060
45344	220962
45345	50791
45345	53359
45345	54487
45345	78971
45345	149547
45345	162958
45345	220551
45345	241926
45345	274464
45345	308622
45345	325907
45345	325907
45345	337657
45345	404737
45345	404737
45345	457397
45345	457397
45345	463555
45345	548692
45345	570262
45345	648314
45345	762079
45345	767944
45345	767944
45345	776105
45345	776105
45345	854991
45345	859083
45345	913163
45345	940580
45345	945834
45345	976959
45345	979883
45345	989837
45345	989837
45345	990511
45347	5127
45347	5127
45348	67565
45348	118267
45348	132743
45348	132983
45348	154855
45348	314222
45348	402081
45348	426149
45348	426149
45348	478901
45348	478901
45348	490037
45348	521206
45348	541947
45348	557794
45348	558038
45348	606958
45348	627739
45348	643047
45348	649476
45348	649476
45348	658437
45348	695655
45348	697308
45348	707591
45348	707591
45348	774568
45348	807528
45348	869859
45348	869859
45348	870165
45348	870165
45348	909759
45348	909759
45348	917901
45348	937826
45348	937826
45349	38752
45349	38752
45349	64993
45349	64993
45349	122706
45349	133774
45349	142553
45349	221235
45349	295230
45349	295230
45349	343327
45349	343327
45349	354074
45349	384092
45349	405015
45349	484489
45349	524235
45349	524235
45349	565480
45349	565480
45349	579185
45349	593888
45349	597454
45349	600480
45349	716751
45349	716751
45349	791381
45349	802978
45349	842588
45349	949637
45350	63108
45350	150846
45350	151217
45350	188515
45350	188515
45350	194222
45350	194222
45350	203442
45350	212009
45350	220911
45350	220911
45350	223278
45350	227666
45350	227666
45350	285713
45350	293360
45350	315272
45350	329187
45350	344866
45350	390512
45350	402532
45350	419198
45350	469175
45350	494510
45350	501564
45350	505369
45350	523788
45350	523788
45350	533318
45350	534485
45350	578119
45350	589168
45350	600623
45350	601451
45350	611961
45350	611961
45350	645833
45350	653530
45350	729827
45350	731538
45350	762858
45350	762858
45350	827954
45350	878066
45350	889388
45350	937322
45350	939079
45351	8011
45351	22569
45351	51794
45351	52569
45351	76512
45351	77635
45351	143049
45352	11170
45352	13580
45352	13580
45352	26412
45352	40278
45352	51997
45352	73155
45352	83571
45352	87567
45352	96528
45352	99902
45352	144260
45352	150516
45352	150516
45352	197816
45352	197816
45352	243126
45352	252242
45352	282316
45352	309491
45352	309491
45352	309491
45352	330754
45352	367671
45352	391110
45352	404281
45352	440685
45352	456399
45352	465474
45352	468002
45352	484545
45352	524258
45352	524258
45352	531693
45352	531693
45352	531693
45352	531745
45352	576386
45352	593192
45352	609365
45352	609365
45352	614638
45352	691803
45352	696430
45352	768854
45352	822925
45352	881491
45352	928303
45352	935334
45353	72208
45353	72208
45353	98493
45353	140041
45353	140041
45353	190355
45353	193194
45353	211866
45353	213861
45353	219225
45353	219225
45353	230761
45353	230761
45353	243964
45353	281854
45353	281854
45353	305736
45353	305736
45353	391064
45353	414630
45353	538212
45353	545097
45353	567227
45353	587305
45353	635007
45353	688173
45353	688173
45353	688901
45353	713881
45353	713881
45353	757586
45353	785891
45353	820896
45353	836449
45353	850250
45353	921156
45353	921156
45353	955346
45353	956072
45353	966959
45353	966959
45353	966959
45353	979563
45353	981587
45354	20970
45354	35692
45354	71579
45354	71579
45354	104972
