run	event
45545	781706
45545	782682
45545	782768
45545	790470
45545	790470
45545	791791
45545	803649
45545	803649
45545	868521
45545	930449
45545	937668
45545	983726
45545	987593
45545	987593
45546	27366
45546	27366
45546	55132
45546	86601
45546	86601
45546	105804
45546	133798
45546	151825
45546	180635
45546	188356
45546	218147
45546	218147
45546	247969
45546	271035
45546	271035
45546	271184
45546	282726
45546	288809
45546	293846
45546	326752
45546	343122
45546	358610
45546	371663
45546	373785
45546	417387
45546	420618
45546	428003
45546	478674
45547	32950
45547	105217
45547	105217
45547	161649
45547	198159
45547	198159
45547	224295
45547	234840
45547	248026
45547	253259
45547	253259
45547	256363
45547	261803
45547	264286
45547	286181
45547	297084
45547	319763
45547	339061
45547	344026
45547	374596
45547	398926
45547	404143
45547	408904
45547	408904
45547	420645
45547	425894
45547	448054
45547	454284
45547	463707
45547	464707
45547	506590
45547	510772
45547	513720
45547	524249
45547	533525
45547	551649
45547	559359
45547	559359
45547	571262
45547	579281
45547	592386
45547	593328
45547	628510
45547	644677
45547	658941
45547	661041
45547	661041
45547	768864
45547	768864
45547	769510
45547	769510
45547	779410
45547	803708
45547	817740
45547	826226
45547	831371
45547	834645
45547	837152
45547	840254
45547	844093
45547	844093
45547	850758
45547	850758
45547	855009
45547	869804
45547	904888
45547	918304
45547	934061
45547	953297
45547	976021
45547	976021
45547	977814
45547	982162
45547	982162
45548	45146
45548	91338
45548	131716
45548	147089
45548	147089
45548	151722
45548	163887
45548	163887
45548	167461
45548	173794
45548	191187
45548	195784
45548	207992
45548	224143
45548	224143
45548	245393
45548	266230
45548	266230
45548	312805
45548	328156
45548	337335
45548	371312
45548	387974
45548	403990
45548	413545
45548	413545
45548	421950
45548	430421
45548	430421
45548	440554
45548	440554
45548	467562
45548	481324
45548	481324
45548	507600
45548	510014
45548	510014
45548	538278
45548	542043
45548	542043
45548	547117
45548	547183
45548	592957
45548	628867
45548	629300
45548	661398
45548	693353
45548	693665
45548	696466
45548	696466
45548	701261
45548	705124
45548	719359
45548	751361
45548	762621
45548	762621
45548	762621
45548	776968
45548	856731
45548	856731
45548	856731
45548	870119
45548	909206
45548	911550
45548	912875
45548	912875
45548	912875
45548	915824
45548	915824
45548	918551
45548	923525
45548	928493
45548	936218
45548	936218
45548	938206
45548	972491
45548	987318
45549	9266
45549	36570
45549	43067
45549	89417
45549	104791
45549	116625
45549	133560
45549	135710
45549	138979
45549	138979
45549	180272
45549	182808
45549	185273
45549	228906
45549	229612
45549	237575
45549	244910
45549	244910
45549	244939
45549	273590
45549	386582
45549	398131
45549	399307
45549	399307
45549	430296
45549	485271
45549	506384
45549	557740
45549	561949
45549	563122
45549	605504
45549	610666
45549	611671
45549	649462
45549	653857
45549	653857
45549	662526
45549	670074
45549	680826
45549	684260
45549	714388
45549	718377
45549	760640
45549	782437
45549	815536
45549	827646
45549	858374
45549	858374
45549	864383
45549	864383
45549	872331
45549	873034
45549	878512
45549	878512
45549	975346
45549	979043
45550	35736
45550	35736
45550	55276
45550	55276
45550	131927
45550	174096
45550	201441
45550	255697
45550	354074
45550	390061
45550	393339
45550	393339
45550	394135
45550	396294
45550	396294
45550	410549
45550	421715
45550	421715
45550	427321
45550	427321
45550	431823
45550	492044
45550	503394
45550	562300
45550	562300
45550	605410
45550	605410
45550	605410
45550	691248
45550	699294
45550	753055
45550	753055
45550	753139
45550	753139
45550	762794
45550	776446
45550	805065
45550	806775
45550	811717
45550	815446
45550	856349
45550	883289
45550	923778
45550	923778
45550	948307
45550	953880
45550	961199
45550	961199
45550	993746
45551	51229
45551	53522
45551	83626
45551	106516
45551	108386
45551	126212
45551	206107
45551	206534
45551	245396
45551	252591
45551	297790
45551	297790
45551	299740
45551	309528
45551	354010
45551	354873
45551	361948
45551	404323
45551	451831
45551	452217
45551	491976
45551	505323
45551	565841
45551	574533
45551	574533
45551	574533
45551	576136
45551	621827
45551	664831
45551	664831
45551	716342
45551	762720
45551	762720
45551	789607
45551	792090
45551	807184
45551	807184
45551	840040
45551	857607
45551	857607
45551	891493
45551	930010
45551	947865
45551	963200
45551	963200
45551	965987
45551	987715
45551	987715
45552	9106
45552	15286
45552	15957
45552	34028
45552	42662
45552	59998
45552	79557
45552	99304
45552	99304
45552	102116
45552	137159
45552	155659
45552	155938
45552	155938
45552	165563
45552	169394
45552	184605
45552	196903
45552	204389
45552	216437
45552	256140
45552	256140
45552	297466
45552	317210
45552	317210
45552	339900
45552	364543
45552	364706
45552	373054
45552	386839
45552	386839
45552	388548
45552	446939
45552	446939
45552	454199
45552	456272
45552	456272
45552	463256
45552	488467
45552	501083
45552	501929
45552	507566
45552	512586
45552	611108
45552	611108
45552	678702
45552	688916
45552	688916
45552	721928
45552	725473
45552	748211
45552	779372
45552	779372
45552	845767
45552	925729
45552	934216
45552	940171
45552	940171
45552	952674
45552	988798
45553	7484
45553	25383
45553	60626
45553	60626
45553	66700
45553	111434
45553	114217
45553	147529
45553	149306
45553	195622
45553	216792
45553	219770
45553	234719
45553	251803
45553	263549
45553	276120
45553	368929
45553	368929
45553	372393
45553	372393
45553	394778
45553	397971
45553	397971
45553	414109
45553	420612
45553	470795
45553	470795
45553	497682
45553	497682
45553	517050
45553	529844
45553	529844
45553	531464
45553	532575
45553	536069
45553	536069
45553	539725
45553	541446
45553	548225
45553	607624
45553	612329
45553	612373
45553	626528
45553	631074
45553	645089
45553	647773
45553	653677
45553	676822
45553	676822
45553	685772
45553	710662
45553	715843
45553	744965
45553	744965
45553	789631
45553	789631
45553	802757
45553	888007
45553	901120
45553	957048
45553	994207
45554	4307
45554	13411
45554	41686
45554	59345
45554	152350
45554	162613
45554	233377
45554	238263
45554	242991
45554	252239
45554	262287
45554	264147
45554	264147
45554	276836
45554	276836
45554	276836
45554	287827
45554	299228
45554	316298
45554	327883
45554	398503
45554	400597
45554	410266
45554	410266
45554	421358
45554	465728
45554	465728
45554	466383
45554	468042
45554	471394
45554	510485
45554	560604
45554	560604
45554	567808
45554	636645
45554	636645
45554	636645
45554	644329
45554	647677
45554	652766
45554	654810
45554	660970
45554	688744
45554	703739
45554	710056
45554	741432
45554	778813
45554	800396
45554	830792
45554	951832
45554	951832
45554	981435
45555	47831
45555	47831
45555	77810
45555	92652
45555	92652
45555	120180
45555	120180
45555	120180
45555	154966
45555	154966
45555	158642
45555	177304
45555	177304
45555	185395
45555	282844
45555	295513
45555	330346
45555	330346
45555	340387
45555	343272
45555	353241
45555	373958
45555	386722
45555	386722
45555	392627
45555	443079
45555	456632
45555	485586
45555	485586
45555	491996
45555	498648
45555	498648
45555	592067
45555	646097
45555	726270
45555	802278
45555	802278
45555	820826
45555	825930
45555	885590
45555	906171
45555	912243
45555	933698
45556	32271
45556	32988
45556	51986
45556	94394
45556	117256
45556	171584
45556	171826
45556	175381
45556	188184
45556	188184
45556	197258
45556	199900
45556	202397
45556	232040
45556	247014
45556	306864
45556	309149
45556	321437
45556	351674
45556	353072
45556	379604
45556	379604
45556	397913
45556	432210
45556	473086
45556	473751
45556	503245
45556	503245
45556	516520
45556	516520
45556	540777
45556	540777
45556	548330
45556	566316
45556	594958
45556	626335
45556	628465
45556	628465
45556	631932
45556	631932
45556	631932
45556	635497
45556	635497
45556	637182
45556	864882
45556	864882
45556	876708
45556	911532
45556	925126
45556	939204
45556	945391
45556	945391
45556	961506
45556	965217
45556	973304
45556	973304
45556	984847
45557	6934
45557	49656
45557	104481
45557	127378
45557	143736
45557	185708
45557	197235
45557	212995
45557	222535
45557	243151
45557	247393
45557	249658
45557	249658
45557	289802
45557	313415
45557	319742
45557	332074
45557	356117
45557	356117
45557	357974
45557	385532
45557	416853
45557	421725
45557	421725
45557	438741
45557	441812
45557	441812
45557	471906
45557	471906
45557	494733
45557	499737
45557	519206
45557	544378
45557	547654
45557	551066
45557	551066
45557	605157
45557	605157
45557	653211
45557	654383
45557	701668
45557	709829
45557	720672
45557	728861
45557	738294
45557	818842
45557	847265
45557	888335
45557	898639
45557	913630
45557	913630
45557	931704
45557	931704
45557	948716
45557	948716
45557	948968
45557	958886
45557	968706
45557	968706
45557	978758
45557	982627
45557	990878
45558	22028
45558	31199
45558	31199
45558	78280
45558	78280
45558	93416
45558	98614
45558	114079
45558	136720
45558	136720
45558	151183
45558	158785
45558	172867
45558	177232
45558	202096
45558	206060
45558	206060
45558	210764
45558	252484
45558	260081
45558	261267
45558	279047
45558	285433
45558	322741
45558	347546
45558	347546
45558	404261
45558	409512
45558	409512
45558	438040
45558	486075
45558	490474
45558	497139
45558	497139
45558	497139
45558	521759
45558	540886
45558	573206
45558	590837
45558	590837
45558	699199
45558	732196
45558	743335
45558	770300
45558	791527
45558	802459
45558	819956
45558	919310
45558	943214
45558	950166
45558	956772
45558	986051
45559	6129
45559	12362
45559	26008
45559	34363
45559	62347
45559	102918
45559	237881
45559	237881
45559	244468
45559	244468
45559	272978
45559	353864
45559	368927
45559	377743
45559	387315
45559	393423
45559	413035
45559	413035
45559	423963
45559	423963
45559	434250
45559	434250
45559	434250
45559	456677
45559	480475
45559	507365
45559	507365
45559	527397
45559	537836
45559	555801
45559	555801
45559	574694
45559	590366
45559	608701
45559	658288
45559	666919
45559	667340
45559	667340
45559	699930
45559	782328
45559	790604
45559	790604
45559	801321
45559	841964
45559	841964
45559	883859
45559	888190
45559	896650
45559	897717
45559	905642
45559	922278
45559	924287
45559	935002
45559	966148
45559	997310
45560	8728
45560	8728
45560	54510
45560	82858
45560	101020
45560	122445
45560	159279
45560	167506
45560	175704
45560	216305
45560	216305
45560	252976
45560	292923
45560	293492
45560	312184
45560	328258
45560	328258
45560	410997
45560	410997
45560	431454
45560	453161
45560	453161
45560	455688
45560	457863
45560	462443
45560	490751
45560	523202
45560	557620
45560	557620
45560	574556
45560	579318
45560	579318
45560	592280
45560	595860
45560	595860
45560	610267
45560	610661
45560	612390
45560	621132
45560	639413
45560	641778
45560	646148
45560	647672
45560	647672
45560	649282
45560	649282
45560	664240
45560	673493
45560	686238
45560	690871
45560	698918
45560	703209
45560	714898
45560	719755
45560	766805
45560	794762
45560	797643
45560	811299
45560	839357
45560	857881
45560	861016
45560	874421
45560	874421
45560	889285
45560	892443
45560	929458
45560	951360
45560	960241
45560	986591
45560	998762
45561	12000
45561	34177
45561	34177
45561	54646
45561	55857
45561	87955
45561	87955
45561	94443
45561	151423
45561	158923
45561	158923
45561	164428
45561	171415
45561	181668
45561	181668
45561	198401
45561	198401
45561	213194
45561	217502
45561	231004
45561	254737
45561	261082
45561	314363
45561	342128
45561	343305
45561	360204
45561	371774
45561	378097
45561	378097
45561	378097
45561	398059
45561	411561
45561	415238
45561	426785
45561	426785
45561	437663
45561	438797
45561	438797
45561	446831
45561	457835
45561	473804
45561	487490
45561	511701
45561	513496
45561	514111
45561	514111
45561	520149
45561	529182
45561	546065
45561	561769
45561	561769
45561	581828
45561	595840
45561	598569
45561	601318
45561	612374
45561	612374
45561	649094
45561	674691
45561	678181
45561	699041
45561	709614
45561	716759
45561	771344
45561	783412
45561	832739
45561	865119
45561	935270
45561	952027
45561	954935
45561	978472
45561	993946
45561	994685
45562	5113
45562	11467
45562	28694
45562	36246
45562	36246
45562	59225
45562	59225
45562	96132
45562	208072
45562	217711
45562	223583
45562	227588
45562	260032
45562	260032
45562	260032
45562	307087
45562	341195
45562	355747
45562	355747
45562	404512
45562	449393
45562	460906
45562	480934
45562	500234
45562	500234
45562	556151
45562	567910
45562	584098
45562	587568
45562	620952
45562	654552
45562	654552
45562	669589
45562	673007
45562	687020
45562	687020
45562	701703
45562	703461
45562	706902
45562	706902
45562	726955
45562	735067
45562	735067
45562	757540
45562	761762
45562	776037
45562	786366
45562	786366
45562	819296
45562	833212
45562	835968
45562	861206
45562	861560
45562	901180
45562	916980
45562	930030
45562	930470
45562	930470
45562	932489
45562	932489
45562	950352
45562	987759
45562	995451
45563	9182
45563	26901
45563	26901
45563	28518
45563	72246
45563	88418
45563	88418
45563	93329
45563	95725
45563	101932
45563	101932
45563	111567
45563	125165
45563	129918
45563	152571
45563	171440
45563	176154
45563	198744
45563	198792
45563	198792
45563	227738
45563	329411
45563	333891
45565	29773
45565	43611
45565	53506
45565	53506
45565	77320
45565	85332
45565	85332
45565	159850
45565	170628
45565	221872
45565	245479
45567	795
45567	27805
45567	50755
45567	76173
45567	76173
45567	105331
45567	124984
45567	136389
45567	140320
45567	140320
45567	152912
45567	170600
45567	192743
45567	192743
45567	288009
45567	288009
45567	318683
45567	327392
45567	355177
45567	355177
45567	362785
45567	362785
45567	374115
45567	473475
45567	525796
45567	545896
45567	551903
45567	558996
45567	591995
45567	596055
45567	618306
45567	618306
45567	652799
45567	663087
45567	665359
45567	665359
45567	672147
45567	674111
45567	674111
45567	697862
45567	707767
45567	707767
45567	738559
45567	745518
45567	749744
45567	749744
45567	765826
45567	783605
45567	788157
45567	793831
45567	803028
45567	837747
45567	863045
45567	932527
45567	983515
45568	7557
45568	16316
45568	47485
45568	89556
45568	89556
45568	99554
45568	133324
45568	200857
45568	200857
45568	212447
45568	270090
45568	283090
45568	304646
45568	304646
45568	324821
45568	402191
45568	417469
45568	417469
45568	442522
45568	442522
45568	442522
45568	443327
45568	443327
45568	458048
45568	461145
45568	467227
45568	486628
45568	536008
45568	545616
45568	545616
45568	554295
45568	563550
45568	573169
45568	602594
45568	634958
45568	635593
45568	635593
45568	674717
45568	707424
45568	707424
45568	712478
45568	715098
45568	723798
45568	760207
45568	766717
45568	766717
45568	770750
45568	770750
45568	774488
45568	814572
45568	814780
45568	814780
45568	857254
45568	857254
45568	885150
45568	887493
45568	895094
45568	909322
45568	913937
45568	917483
45568	967325
45568	988980
45569	61627
45569	65007
45569	112356
45569	155697
45569	156080
45569	157996
45569	158217
45569	210392
45569	210392
45569	216997
45569	289556
45569	289556
45569	302552
45569	303483
45569	308349
45569	327997
45569	331022
45569	332744
45569	337893
45569	337893
45569	340068
45569	346039
45569	368068
45569	382260
45569	382260
45569	382608
45569	386190
45569	428391
45569	433993
45569	435585
45569	443111
45569	443111
45569	443111
45569	447244
45569	473630
45569	473630
45569	477923
45569	481429
45569	507177
45569	507177
45569	512365
45569	512365
45569	515780
45569	516626
45569	522266
45569	551819
45569	565794
45569	584451
45569	615622
45569	628962
45569	641226
45569	650576
45569	737736
45569	745455
45569	781361
45569	865032
45569	883710
45569	919683
45569	929459
45569	975567
45570	31563
45570	31563
45570	54371
45570	54371
45570	54371
45570	124512
45570	161215
45570	193504
45570	243154
45570	243154
45570	269043
45570	286327
45570	288033
45570	288033
45570	303188
45570	335015
45570	340554
45570	401360
45570	418188
45570	418188
45570	419833
45570	484208
45570	484208
45570	522737
45570	522737
45570	606956
45570	616555
45570	618892
45570	659713
45570	684008
45570	734211
45570	757572
45570	757572
45570	757572
45570	759794
45570	826033
45570	832037
45570	845404
45570	845404
45570	851034
45570	884139
45570	924450
45570	988627
45571	55007
45571	163128
45571	206571
45571	254785
45571	258541
45571	275748
45571	275748
45571	329056
45571	343529
45571	352806
45571	355595
45571	365562
45571	379388
45571	394580
45571	415262
45571	443776
45571	458483
45571	479741
45571	480213
45571	485523
45571	498820
45571	526006
45571	581750
45571	581750
45571	581750
45571	582645
45571	592902
45571	603634
45571	662690
45571	663959
45571	686373
45571	714844
45571	720658
45571	739937
45571	787648
45571	829328
45571	833461
45571	833461
45571	890165
45571	903473
45571	928674
45571	940120
45571	940120
45571	940120
45571	942731
45571	952251
45571	952251
45571	955083
45571	966853
45571	981664
45571	999338
45571	999338
45572	19554
45572	19554
45572	47971
45572	110273
45572	138722
45572	142371
45572	142371
45572	232243
45572	232243
45572	249669
45572	249669
45572	257847
45572	270328
45572	271092
45572	298306
45572	298306
45572	312739
45572	326022
45572	340505
45572	344014
45572	366077
45572	374532
45572	407767
45572	438617
45572	473544
45572	476452
45572	476717
45572	499253
45572	509699
45572	526532
45572	526532
45572	536525
45572	539633
45572	542423
45572	560094
45572	577384
45572	577384
45572	620134
45572	620929
45572	671943
45572	671943
45572	680851
45572	705726
45572	749866
45572	768702
45572	768702
45572	773120
45572	788919
45572	837560
45572	888656
45572	894306
45572	905880
45572	905880
45572	917694
45572	918017
45572	945287
45572	949964
45572	955992
45572	955992
45572	987881
45572	988390
45573	24087
45573	48629
45573	48629
45573	48629
45573	70203
45573	92866
45573	96638
45573	99856
45573	132225
45573	149916
45573	153917
45573	153917
45573	154898
45573	157173
45573	163648
45573	187692
45573	195760
45573	228978
45573	228978
45573	230244
45573	230244
45573	240594
45573	241378
45573	267853
45573	318938
45573	318938
45573	323831
45573	323831
45573	341281
45573	343243
45573	363843
45573	405863
45573	431812
45573	451310
45573	461946
45573	465520
45573	534046
45573	534046
45573	536496
45573	549567
45573	551251
45573	551608
45573	564339
45573	617186
45573	632528
45573	704526
45573	716769
45573	716973
45573	727255
45573	733667
45573	769794
45573	769794
45573	770404
45573	822306
45573	834077
45573	887367
45573	898123
45573	898123
45573	914539
45573	918117
45573	964764
45573	972863
45573	984550
45573	986942
45573	986942
45573	988536
45574	4733
45574	29435
45574	43287
45574	60150
45574	65405
45574	66486
45574	76896
45574	84533
45574	128572
45574	149131
45574	176546
45574	254825
45574	265155
45574	265155
45574	280368
45574	284116
45574	299579
45574	317194
45574	333198
45574	333198
45574	345098
45574	350177
45574	350177
45574	353374
45574	390981
45574	391560
45574	391560
45574	391560
45575	51
45575	51
45575	51
45575	11356
45575	11356
45575	20338
45575	54409
45575	58055
45575	90896
45575	90979
45575	108559
45575	108559
45575	159095
45575	202895
45575	214576
45575	220702
45575	220702
45575	283423
45575	295393
45575	374343
45575	374343
45575	397964
45575	434397
45575	452582
45575	459701
45575	478524
45575	478524
45575	507871
45575	511070
45575	511070
45575	534420
45575	534420
45575	599919
45575	618888
45575	629914
45575	669659
45575	680518
45575	685145
45575	686454
45575	700874
45575	738692
45575	769580
45575	775902
45575	810837
45575	819022
45575	836501
45575	844694
45575	859501
45575	859501
45575	872194
45575	886630
45575	886630
45575	908447
45575	911552
45575	911552
45575	922303
45575	941464
45575	953112
45575	967595
45575	974348
45575	974348
45575	999428
45576	19421
45576	19421
45576	38830
45576	53497
45576	54597
45576	82530
45576	82530
45576	144782
45576	149222
45576	237425
45576	253408
45576	347842
45576	386685
45576	439022
45576	462479
45576	519886
45576	561992
45576	577949
45576	577949
45576	607528
45576	609811
45576	609811
45576	613673
45576	613673
45576	613728
45576	615284
45576	675843
45576	681657
45576	695247
45576	695247
45576	695247
45576	706016
45576	707502
45576	709524
45576	717954
45576	768844
45576	768844
45576	769815
45576	787450
45576	804251
45576	833341
45576	858712
45576	867588
45576	895186
45576	895186
45576	895186
45576	899408
45576	905679
45576	937454
45576	942020
45576	945164
45576	950896
45576	959740
45576	993781
45576	993781
45576	997375
45576	997375
45576	997375
45577	1402
45577	20003
45577	20306
45577	21992
45577	28710
45577	28710
45577	31364
45577	86441
45577	110108
45577	130940
45577	160536
45577	207858
45577	212430
45577	246769
45577	273096
45577	277836
45577	295400
45577	296985
45577	307899
45577	312974
45577	316189
45577	318538
45577	318682
45577	318682
45577	318682
45577	336029
45577	351154
45577	351154
45577	452070
45577	454464
45577	454464
45577	491392
45577	533383
45577	553615
45577	553615
45577	570497
45577	594974
45577	615162
45577	645157
45577	645157
45577	645157
45577	669185
45577	679013
45577	688632
45577	699100
45577	699100
45577	722723
45577	722723
45577	722723
45577	727822
45577	733578
45577	795165
45577	798206
45577	802621
45577	845906
45577	846849
45577	869231
45577	915605
45577	915605
45577	916986
45577	931775
45577	931775
45577	952515
45577	966782
45578	9553
45578	25516
45578	25516
45578	80658
45578	86448
45578	115742
45578	126028
45578	137924
45578	161075
45578	207319
45578	213159
45578	220854
45578	232272
45578	261248
45578	268585
45578	271687
45578	295769
45578	298829
45578	327908
45578	327908
45578	338960
45578	338960
45578	362992
45578	387462
45578	387462
45578	397867
45578	411182
45578	416613
45578	433454
45578	461726
45578	501856
45578	514137
45578	514137
45578	548062
45578	548062
45578	552964
45578	623067
45578	662750
45578	721346
45578	737464
45578	739812
45578	743660
45578	752028
45578	759290
45578	788809
45578	813893
45578	833993
45578	840410
45578	849313
45578	850478
45578	886718
45578	891175
45578	894188
45578	965168
45578	969094
45578	969094
45578	976834
45578	976834
45578	985477
45579	5749
45579	7914
45579	24157
45579	24663
45579	24868
45579	74083
45579	187444
45579	187444
45579	193503
45579	193503
45579	198251
45579	198251
45579	198251
45579	202684
45579	202684
45579	202684
45579	204123
45579	221196
45579	247830
45579	259241
45579	268040
45579	293195
45579	303677
45579	318734
45579	320959
45579	333577
45579	437318
45579	462482
45579	462482
45579	494366
45579	494366
45579	546107
45579	549375
45579	549375
45579	563987
45579	572614
45579	613700
45579	613700
45579	624641
45579	637417
45579	637417
45579	645146
45579	647837
45579	677204
45579	729812
45579	729812
45579	733766
45579	757901
45579	798348
45579	801897
45579	803860
45579	803860
45579	825557
45579	843085
45579	880976
45579	915807
45579	915858
45579	938176
45579	938176
45579	969718
45579	969718
45580	8641
45580	37620
45580	59740
45580	59740
45580	82045
45580	102311
45580	102311
45580	105897
45580	118656
45580	118656
45580	131136
45580	131136
45580	134448
45580	229826
45580	229826
45580	229826
45580	243201
45580	293659
45580	293659
45580	327017
45580	352565
45580	361508
45580	396252
45580	455842
45580	455842
45580	455842
45580	478969
45580	487787
45580	513559
45580	530233
45580	530233
45580	567397
45580	580689
45580	587161
45580	587161
45580	587161
45580	592494
45580	601389
45580	607970
45580	625147
45580	633593
45580	643223
45580	643223
45580	695490
45580	696715
45580	700072
45580	712205
45580	747673
45580	747897
45580	752587
45580	763002
45580	773923
45580	773923
45580	817886
45580	817886
45580	866360
45580	866360
45580	903255
45580	903255
45580	917549
45580	918554
45580	934334
45580	939022
45580	939022
45580	958178
45580	969275
45580	971579
45581	15723
45581	17545
45581	21432
45581	21432
45581	33232
45581	35404
45581	47793
45581	47793
45581	63193
45581	74908
45581	79508
45581	89230
45581	89230
45581	105337
45581	115067
45581	122320
45581	122320
45581	126267
45581	133368
45581	146299
45581	146299
45581	154762
45581	156580
45581	156580
45581	178528
45581	200281
45581	200281
45581	213869
45581	236020
45581	243386
45581	260340
45581	271096
45581	271096
45581	286602
45581	312309
45581	367672
45581	399641
45581	409251
45581	409256
45581	489577
45581	494509
45581	494509
45581	517121
45581	527260
45581	538704
45581	547048
45581	552053
45581	552053
45581	596405
45581	606101
45581	609195
45581	609195
45581	628587
45581	677801
45581	686068
45581	719313
45581	724544
45581	724544
45581	726990
45581	726990
45581	726990
45581	741867
45581	757806
45581	808062
45581	810128
45581	812935
45581	829146
45581	829146
45581	841454
45581	841454
45581	920198
45581	920198
45581	920198
45581	923315
45581	936364
45581	965764
45581	968479
45582	56434
45582	59367
45582	59367
45582	87568
45582	101369
45582	101369
45582	103335
45582	132933
45582	157485
45582	157485
45582	163008
45582	230547
45582	230547
45582	250760
45582	253945
45582	256167
45582	256167
45582	262189
45582	285408
45582	295717
45582	295717
45582	312746
45582	312746
45582	335682
45582	335682
45582	335682
45582	366579
45582	366579
45582	375208
45582	386234
45582	395136
45582	402672
45582	470434
45582	516525
45582	539891
45582	540135
45582	552872
45582	570395
45582	582335
45582	582755
45582	587388
45582	613738
45582	663832
45584	6424
45584	21426
45584	40618
45584	40618
45584	41211
45584	47723
45584	47723
45584	47723
45584	64783
45584	75734
45584	85329
45584	118906
45584	124462
45584	136625
45584	161488
45584	169577
45584	179823
45584	190598
45584	203971
45584	215686
45584	224920
45584	233372
45584	278986
45584	282869
45584	282869
45584	305633
45584	320219
45584	327498
45584	337027
45584	347698
45584	347698
45584	376265
45584	377709
45584	405200
45584	425265
45584	441395
45584	461080
45584	461583
45584	467144
45584	485616
45584	524836
45584	531331
45584	543495
45584	609937
45584	609937
45584	648910
45584	749590
45584	749590
45584	791077
45584	793027
45584	803199
45584	826016
45584	826016
45586	1400
45586	1400
45586	2221
45586	103714
45586	130454
45586	135283
45586	203422
45586	206214
45586	263976
45586	291197
45586	293460
45586	315183
45586	324513
45586	349427
45586	359497
45586	402584
45586	415873
45586	415873
45586	434733
45586	470612
45586	470612
45586	481677
45586	508825
45586	602033
45586	602033
45586	608715
45586	608715
45586	608715
45586	608779
45586	608779
45586	653344
45586	665903
45586	681927
45586	693241
45586	712931
45586	731949
45586	756602
45586	759150
45586	800722
45586	812167
45586	815103
45586	831817
45586	832185
45586	832185
45586	929201
45586	931872
45586	937292
45586	937292
45586	941224
45586	941224
45586	954726
45586	992497
45587	4155
45587	27307
45587	47511
45587	105817
45587	117878
45587	127969
45587	149024
45587	201048
45587	201048
45587	231628
45587	250886
45587	251347
45587	251347
45587	271747
45587	300093
45587	306744
45587	313956
45587	313956
45587	314104
45587	326969
45587	326969
45587	382859
45587	416231
45587	417130
45587	477971
45587	477971
45587	491263
45587	491263
45587	510087
45587	510087
45587	510087
45587	546435
45587	546435
45587	553345
45587	553345
45587	606189
45587	625365
45587	629991
45587	641849
45587	686869
45587	686869
45587	689724
45587	695223
45587	701658
45587	701658
45587	739337
45587	742419
45587	756615
45587	855670
45587	877400
45587	877400
45587	887592
45587	950347
45587	958101
45587	966328
45587	969014
45587	969014
45588	2410
45588	26760
45588	27948
45588	30873
45588	37676
45588	52872
45588	61335
45588	61335
45588	62063
45588	64020
45588	64020
45588	85227
45588	91828
45588	95386
45588	98665
45588	99755
45588	121322
45588	125829
45588	133578
45588	133578
45588	194879
45588	194879
45588	228540
45588	228540
45588	233544
45588	233544
45588	254261
45588	278794
45588	296973
45588	333131
45588	353689
45588	355201
45588	380814
45588	380814
45588	397879
45588	421856
45588	464585
45588	467334
45588	470851
45588	479890
45588	479890
45588	590439
45588	590439
45588	601192
45588	621372
45588	621372
45588	642244
45588	642244
45588	642244
45588	645100
45588	701504
45588	703154
45588	710197
45588	710197
45588	762928
45588	765673
45588	808546
45588	839002
45588	851574
45588	911720
45588	928565
45588	928565
45588	969011
45588	987750
45588	987750
45589	32411
45589	32411
45589	97065
45589	100974
45589	142652
45589	168289
45589	168289
45589	189221
45589	194449
45589	216546
45589	216546
45589	234765
45589	278115
45589	284838
45589	291499
45589	291566
45589	295392
45589	314438
45589	354711
45589	425208
45589	426130
45589	426130
45589	450316
45589	450316
45589	450316
45589	459525
45589	470216
45589	470216
45589	504983
45589	504983
45589	519349
45589	624672
45589	654874
45589	692426
45589	696665
45589	725487
45589	779191
45589	781360
45589	830098
45589	830098
45589	883567
45589	887392
45589	909981
45589	921282
45589	921282
45589	973149
45589	988196
45589	988870
45590	27030
45590	75290
45590	119096
45590	167589
45590	193500
45590	202592
45590	202592
45590	202592
45590	219436
45590	219436
45590	244810
45590	257336
45590	273782
45590	274619
45590	276567
45590	332194
45590	332194
45590	336994
45590	337450
45590	337450
45590	339126
45590	366644
45590	382752
45590	386929
45590	389146
45590	395506
45590	396295
45590	407310
45590	408756
45590	430529
45590	434410
45590	501573
45590	539572
45590	568877
45590	571594
45590	571594
45590	718526
45590	742426
45590	742426
45590	769903
45590	769903
45590	780099
45590	796749
45590	796749
45590	797579
45590	807175
45590	808579
45590	811406
45590	836653
45590	836653
45590	839928
45590	839928
45590	935518
45590	935518
45590	942845
45590	944387
45590	944387
45590	953309
45590	953309
45590	962946
45591	45687
45591	59049
45591	59049
45591	70746
45591	83581
45591	85945
45591	123873
45591	149968
45591	230839
45591	275362
45591	275394
45591	332374
45591	332374
45591	346627
45591	346627
45591	348724
45591	400082
45591	413352
45591	413352
45591	429908
45591	449831
45591	509141
45591	552118
45591	560240
45591	575719
45591	582175
45591	585436
45591	632544
45591	632544
45591	675604
45591	680805
45591	694935
45591	750405
45591	750405
45591	792339
45591	817231
45591	820796
45591	824943
45591	838536
45591	870248
45591	891361
45591	921041
45591	922420
45591	953162
45591	954490
45591	959252
45591	973191
45591	987837
45591	992173
45591	992173
45592	37538
45592	37538
