0.5248	0.4353	0.4027	0.7145	0.7007	0.0088	2.2930	0.6952	0.7007	0.0088	0.5096	0.4353	0.4027	2.7343
0.4872	1.3899	0.0042	0.5571	0.5912	3.0877	11.2660	0.5507	0.5912	3.0877	0.4816	1.3899	0.0042	11.3727
0.4697	0.9624	0.5293	0.4122	1.6259	0.3789	11.0192	0.4149	1.6259	0.3789	0.4772	0.9624	0.5293	10.6003
0.3437	0.9079	0.1055	0.7695	0.7053	0.0100	22.5371	0.7222	0.7053	0.0100	0.3011	0.9079	0.1055	17.6891
0.4311	0.4909	1.4085	0.5032	1.0357	0.0169	31.3227	0.4991	1.0357	0.0169	0.4218	0.4909	1.4085	29.5752
0.4970	0.9818	1.1346	0.3146	1.8857	0.0120	17.6659	0.3249	1.8857	0.0120	0.5191	0.9818	1.1346	15.4377
0.3267	0.9409	0.4397	0.6331	0.7788	0.3560	18.8100	0.5981	0.7788	0.3560	0.3102	0.9409	0.4397	20.7274
0.6155	0.5964	0.4678	0.3306	2.0580	0.0028	4.5713	0.3532	2.0580	0.0028	0.6459	0.5964	0.4678	4.9526
0.4030	0.8711	0.2304	0.5048	1.2317	0.7590	8.8263	0.4990	1.2317	0.7590	0.3899	0.8711	0.2304	6.0700
0.1533	0.8068	0.0198	0.4064	1.5901	0.3494	43.4578	0.3672	1.5901	0.3494	0.1177	0.8068	0.0198	21.2892
0.2963	0.6770	0.8507	0.6125	0.9437	0.0286	23.1104	0.5718	0.9437	0.0286	0.2857	0.6770	0.8507	30.6686
0.3789	0.6796	0.0755	0.5484	0.7406	0.0534	17.6072	0.5336	0.7406	0.0534	0.3613	0.6796	0.0755	14.5216
0.1589	0.9080	0.4300	0.7567	1.1196	0.0049	8.5030	0.6695	1.1196	0.0049	0.1465	0.9080	0.4300	36.2493
0.2670	0.9316	0.0178	0.6993	0.8089	0.0058	49.2376	0.6507	0.8089	0.0058	0.2284	0.9316	0.0178	24.1024
0.4279	0.6064	0.0662	0.6916	0.7522	3.6662	6.6449	0.6647	0.7522	3.6662	0.4091	0.6064	0.0662	11.9027
0.3352	0.6138	0.3131	0.5811	0.8730	0.0967	17.6339	0.5560	0.8730	0.0967	0.3156	0.6138	0.3131	20.5526
0.6145	0.5822	0.4837	0.6156	0.8231	0.0499	23.7825	0.6158	0.8231	0.0499	0.6140	0.5822	0.4837	23.7620
0.3318	2.3215	0.0128	0.5523	0.6084	0.8191	12.9603	0.5277	0.6084	0.8191	0.3193	2.3215	0.0128	11.1675
0.5994	0.8320	1.1299	0.7000	0.9285	0.0271	8.1752	0.6900	0.9285	0.0271	0.5902	0.8320	1.1299	8.7116
0.4417	0.6398	0.6188	0.4480	1.6085	0.0909	15.9485	0.4473	1.6085	0.0909	0.4413	0.6398	0.6188	15.9566
0.3437	0.7920	0.2930	0.5533	0.9896	0.0169	36.8706	0.5295	0.9896	0.0169	0.3313	0.7920	0.2930	42.6781
0.2066	1.1380	1.8449	0.7693	1.2034	0.9603	20.3290	0.2000	10.0000	0.1000	0.5000	0.1000	20.0000	100
0.5574	0.8666	0.0390	0.3552	0.5564	0.2741	13.3153	0.3741	0.5564	0.2741	0.5773	0.8666	0.0390	14.5577
0.3223	0.6813	0.0743	0.7161	0.9806	0.0073	31.4624	0.6852	0.9806	0.0073	0.3105	0.6813	0.0743	36.0996
0.3592	0.7616	1.2541	0.5537	0.9156	0.0393	43.8874	0.5307	0.9156	0.0393	0.3498	0.7616	1.2541	49.2980
0.2378	0.4880	0.0110	0.6911	0.8076	0.0214	7.5377	0.6313	0.8076	0.0214	0.2070	0.4880	0.0110	13.6564
0.3358	0.5567	0.6288	0.6154	0.6932	0.0039	6.3151	0.5833	0.6932	0.0039	0.3170	0.5567	0.6288	8.6802
0.2617	0.9139	0.0041	0.7253	0.9222	0.1494	32.5831	0.6645	0.9222	0.1494	0.2498	0.9139	0.0041	49.6992
0.3016	0.8263	0.1048	0.5558	1.0477	0.0066	6.4167	0.5226	1.0477	0.0066	0.2933	0.8263	0.1048	6.8025
0.4749	0.6192	8.7227	0.7303	0.8826	0.0129	3.5471	0.7027	0.8826	0.0129	0.4555	0.6192	8.7227	5.6546
0.4778	0.4817	0.9986	0.4391	1.5011	0.0036	2.3852	0.4423	1.5011	0.0036	0.4814	0.4817	0.9986	2.3565
0.3169	1.3540	0.0076	0.5747	0.6262	0.6778	14.5135	0.5481	0.6262	0.6778	0.2972	1.3540	0.0076	5.2927
0.4818	0.5879	0.2444	0.6758	0.9666	0.0334	22.3939	0.6576	0.9666	0.0334	0.4660	0.5879	0.2444	22.2233
0.2000	10.0000	0.1000	0.5000	0.1000	20.0000	100	0.5528	0.5358	1.3806	0.2931	2.1610	0.6300	44.4718
0.5372	0.5600	1.2693	0.3486	1.3003	0.0119	9.2260	0.3619	1.3003	0.0119	0.5577	0.5600	1.2693	9.3353
0.5901	0.9662	0.6367	0.4369	1.4212	0.0120	16.1356	0.4478	1.4212	0.0120	0.6066	0.9662	0.6367	13.0976
0.4401	0.9284	0.6177	0.5175	1.1509	0.0423	18.2385	0.5108	1.1509	0.0423	0.4338	0.9284	0.6177	17.3471
0.2427	4.7825	0.0491	0.6590	0.6951	2.8094	23.2005	0.6132	0.6951	2.8094	0.2066	4.7825	0.0491	7.3918
0.4391	0.6826	0.6740	0.4660	1.0761	0.0220	20.4398	0.4648	1.0761	0.0220	0.4352	0.6826	0.6740	20.1099
0.5131	0.5789	0.8761	0.3701	1.5143	0.0164	19.5547	0.3797	1.5143	0.0164	0.5296	0.5789	0.8761	19.4749
0.3910	0.6745	0.8068	0.6359	0.8831	0.0161	22.2199	0.6112	0.8831	0.0161	0.3721	0.6745	0.8068	12.3745
0.4019	0.7094	1.4917	0.5306	0.8207	0.0072	34.8102	0.5172	0.8207	0.0072	0.3935	0.7094	1.4917	36.3739
0.5005	0.7061	2.6740	0.4233	1.7263	0.0023	39.7378	0.4295	1.7263	0.0023	0.5080	0.7061	2.6740	39.8891
0.3488	0.5473	0.4575	0.5820	0.8499	0.0424	28.9326	0.5587	0.8499	0.0424	0.3301	0.5473	0.4575	22.8989
0.1824	0.9927	0.0143	0.8021	0.9876	0.0106	35.4066	0.2000	10.0000	0.1000	0.5000	0.1000	20.0000	100
0.5431	1.1245	1.1122	0.5271	1.4492	0.0043	5.5249	0.5274	1.4492	0.0043	0.5457	1.1245	1.1122	5.3434
0.2635	0.6290	0.0147	0.6921	1.0357	0.0131	25.9307	0.6394	1.0357	0.0131	0.2271	0.6290	0.0147	8.8019
0.6237	0.5769	0.9912	0.6496	1.5040	0.6824	8.6981	0.6472	1.5040	0.6824	0.6212	0.5769	0.9912	8.5626
0.3324	1.0593	0.4261	0.5567	0.8444	0.2409	13.3702	0.5326	0.8444	0.2409	0.3179	1.0593	0.4261	10.4568
0.2278	1.0558	0.0042	0.7486	1.1178	0.0102	11.8670	0.6819	1.1178	0.0102	0.1965	1.0558	0.0042	25.9324
0.4148	0.6344	0.5087	0.7112	0.6616	0.0101	9.4094	0.6800	0.6616	0.0101	0.3916	0.6344	0.5087	17.7240
0.4764	0.8192	2.0075	0.7502	1.6732	0.0711	8.9317	0.7216	1.6732	0.0711	0.4558	0.8192	2.0075	13.2995
0.3199	0.6765	0.5014	0.6186	0.9944	0.0166	41.5481	0.2000	10.0000	0.1000	0.5000	0.1000	20.0000	100
0.3115	0.7423	0.0492	0.6649	0.9039	0.0048	23.1472	0.6260	0.9039	0.0048	0.2845	0.7423	0.0492	23.9706
0.4739	0.7466	0.8286	0.4187	0.8443	0.0109	11.6476	0.4219	0.8443	0.0109	0.4805	0.7466	0.8286	10.8252
0.4082	1.7303	1.5223	0.4268	0.4840	1.5386	4.4846	0.4164	0.4840	1.5386	0.4173	1.7303	1.5223	4.6350
0.5680	0.4590	0.4376	0.3166	1.8492	0.0059	5.6403	0.3311	1.8492	0.0059	0.5986	0.4590	0.4376	11.8740
0.4659	1.2496	0.0176	0.4603	0.5730	1.0494	3.1087	0.4598	0.5730	1.0494	0.4676	1.2496	0.0176	3.0166
0.4958	1.4635	3.0680	0.6513	0.7779	2.3574	2.8414	0.6363	0.7779	2.3574	0.4809	1.4635	3.0680	2.1206
0.5391	1.0929	0.6960	0.3211	1.6274	0.0193	19.1736	0.3246	1.6274	0.0193	0.5747	1.0929	0.6960	10.6057
0.3953	0.7012	0.0626	0.7109	0.6298	0.0032	11.2334	0.6747	0.6298	0.0032	0.3714	0.7012	0.0626	18.6458
0.3420	1.4463	17.6968	0.5711	1.0289	1.7873	27.6653	0.5443	1.0289	1.7873	0.3328	1.4463	17.6968	36.4097
0.3723	0.6865	0.4278	0.5498	1.1096	0.0055	5.4721	0.5337	1.1096	0.0055	0.3572	0.6865	0.4278	3.9722
0.4767	0.5405	0.5690	0.3917	1.5437	0.0115	2.0136	0.4007	1.5437	0.0115	0.4824	0.5405	0.5690	2.1364
0.4990	1.0056	0.0057	0.4015	0.5224	0.0665	25.8381	0.4076	0.5224	0.0665	0.5103	1.0056	0.0057	23.7346
0.5491	0.5625	0.9853	0.5632	0.9294	0.0099	4.5248	0.5620	0.9294	0.0099	0.5478	0.5625	0.9853	4.4479
0.5996	0.6353	1.9697	0.2014	0.6616	0.9345	23.6467	0.2000	10.0000	0.1000	0.5000	0.1000	20.0000	100
0.4339	1.0988	0.0146	0.4664	0.6478	1.2250	29.4818	0.4612	0.6478	1.2250	0.4340	1.0988	0.0146	30.3022
0.4247	0.6305	0.0151	0.6135	0.7297	0.0050	11.6900	0.5930	0.7297	0.0050	0.4133	0.6305	0.0151	16.5964
0.3411	0.8128	0.4956	0.5922	1.4847	0.0192	15.2134	0.5626	1.4847	0.0192	0.3293	0.8128	0.4956	25.5924
0.4382	0.8438	1.3792	0.3790	2.3351	2.3649	24.9320	0.3991	2.3351	2.3649	0.4257	0.8438	1.3792	26.1569
0.4304	1.3225	0.0057	0.4700	0.8458	0.9924	3.5122	0.4691	0.8458	0.9924	0.4239	1.3225	0.0057	2.9293
0.2552	0.7925	0.0400	0.6199	1.0380	0.0085	7.8800	0.5671	1.0380	0.0085	0.2516	0.7925	0.0400	15.8784
0.4309	0.5187	0.9076	0.4646	1.2544	0.0064	30.2465	0.4612	1.2544	0.0064	0.4286	0.5187	0.9076	30.9198
0.5001	0.6579	0.6041	0.4672	1.1524	0.0180	7.7688	0.4698	1.1524	0.0180	0.5043	0.6579	0.6041	7.6348
0.1783	2.4833	1.0473	0.6347	0.5650	0.6913	22.7285	0.5616	0.5650	0.6913	0.1416	2.4833	1.0473	11.7205
0.4665	1.1677	0.0366	0.4432	0.4476	2.0162	17.8597	0.4451	0.4476	2.0162	0.4686	1.1677	0.0366	17.8685
0.3683	0.6710	0.1808	0.5663	0.9868	0.3111	32.3331	0.5450	0.9868	0.3111	0.3557	0.6710	0.1808	39.0081
0.1970	0.7386	0.3705	0.7369	0.8648	0.0265	21.3310	0.6642	0.8648	0.0265	0.1651	0.7386	0.3705	26.8016
0.4862	0.5012	0.4345	0.3734	1.3514	0.0117	20.3001	0.3813	1.3514	0.0117	0.4994	0.5012	0.4345	17.3332
