0.2669	0.0000	-1.0000	-1.0000	0.1424	0.0000	-1.0000	-1.0000	4.4254	4.0358	750.0000
0.0921	0.0000	-1.0000	-1.0000	0.2176	0.0000	-1.0000	-1.0000	4.5580	4.0358	750.0000
0.2480	0.0000	-1.0000	-1.0000	0.3206	0.0000	0.6165	9.0362	15.7588	100.0000	750.0000
0.3359	0.0000	0.6165	9.0362	0.2602	0.0000	-1.0000	-1.0000	13.0037	100.0000	750.0000
0.3591	0.0000	0.0000	6.2790	0.1913	0.0000	-1.0000	-1.0000	2.0800	6.6656	750.0000
0.0388	0.0000	-1.0000	-1.0000	0.3738	0.0000	0.0000	6.2790	7.8197	6.6656	750.0000
0.2849	0.0000	-1.0000	-1.0000	0.2546	0.0000	-1.0000	-1.0000	0.3501	0.3445	750.0000
0.3785	0.0000	0.6735	13.3531	0.1494	0.0000	-1.0000	-1.0000	12.5740	19.7752	750.0000
0.1814	0.0000	-1.0000	-1.0000	0.1067	0.0000	-1.0000	-1.0000	5.8215	9.6512	750.0000
0.0929	0.0000	-1.0000	-1.0000	0.1553	0.0000	-1.0000	-1.0000	9.3722	9.6512	750.0000
0.2849	0.0000	-1.0000	-1.0000	0.2913	0.0000	-1.0000	-1.0000	16.7844	100.0000	750.0000
0.3015	0.0000	0.4642	6.6435	0.2792	0.0000	-1.0000	-1.0000	17.8873	100.0000	750.0000
0.2493	0.0000	-1.0000	-1.0000	0.2688	0.0000	-1.0000	-1.0000	11.9458	10.9582	750.0000
0.3158	0.0000	0.0595	8.7179	0.1151	0.0000	-1.0000	-1.0000	7.7929	9.1741	750.0000
0.1724	0.0000	-1.0000	-1.0000	0.1219	0.0000	-1.0000	-1.0000	11.3303	29.2491	750.0000
0.1306	0.0000	-1.0000	-1.0000	0.1554	0.0000	-1.0000	-1.0000	13.9131	29.2491	750.0000
0.4255	0.0000	0.1686	6.1648	0.1334	0.0000	-1.0000	-1.0000	1.4345	10.4949	750.0000
0.3605	0.0000	0.0010	6.9902	0.3668	0.0000	0.6949	5.5731	16.4163	18.5798	750.0000
0.3681	0.0000	0.6949	5.5731	0.3620	0.0000	0.0010	6.9902	16.4176	18.5798	750.0000
0.2393	0.0000	-1.0000	-1.0000	0.0965	0.0000	-1.0000	-1.0000	5.3348	9.8661	750.0000
0.0762	0.0000	-1.0000	-1.0000	0.2000	0.0000	-1.0000	-1.0000	11.8213	9.8661	750.0000
0.3943	0.0000	0.1892	8.1038	0.1985	0.0000	-1.0000	-1.0000	4.4031	8.5082	750.0000
0.2386	0.0000	-1.0000	-1.0000	0.3213	0.0000	0.1954	5.0852	12.0780	9.9785	750.0000
0.3551	0.0000	0.1954	5.0852	0.2281	0.0000	-1.0000	-1.0000	5.9741	9.9785	750.0000
0.3186	0.0000	0.6671	11.4575	0.2197	0.0000	-1.0000	-1.0000	5.3834	5.7231	750.0000
0.3803	0.0000	0.0000	7.7533	0.1091	0.0000	-1.0000	-1.0000	1.8527	2.0470	750.0000
0.2223	0.0000	-1.0000	-1.0000	0.0000	0.0000	-1.0000	-1.0000	17.6133	20.8123	750.0000
0.2186	0.0000	-1.0000	-1.0000	0.3018	0.0000	1.3233	8.0155	2.6345	36.0850	750.0000
0.3267	0.0000	1.3233	8.0155	0.2172	0.0000	-1.0000	-1.0000	2.0164	36.0850	750.0000
0.3817	0.0000	0.0000	6.8503	0.2752	0.0000	-1.0000	-1.0000	0.6397	19.3381	750.0000
0.2609	0.0000	-1.0000	-1.0000	0.3634	0.0000	0.0000	6.8503	1.5947	19.3381	750.0000
0.2445	0.0000	-1.0000	-1.0000	0.4327	0.0000	0.7136	6.0708	8.8469	8.7711	750.0000
